year,level_1,level_2,value
2005,Other Ethnic Groups (Males),75 - 79 Years,315
2005,Other Ethnic Groups (Males),80 - 84 Years,196
2005,Other Ethnic Groups (Males),65 Years & Over,1667
2005,Other Ethnic Groups (Males),70 Years & Over,1072
2005,Other Ethnic Groups (Males),75 Years & Over,609
2005,Other Ethnic Groups (Males),80 Years & Over,294
2005,Other Ethnic Groups (Males),85 Years & Over,98
2005,Other Ethnic Groups (Females),0  -  4 Years,2933
2005,Other Ethnic Groups (Females),5  -  9 Years,3159
2005,Other Ethnic Groups (Females),10 - 14 Years,2459
2005,Other Ethnic Groups (Females),15 - 19 Years,1952
2005,Other Ethnic Groups (Females),20 - 24 Years,1850
2005,Other Ethnic Groups (Females),25 - 29 Years,2644
2005,Other Ethnic Groups (Females),30 - 34 Years,4485
2005,Other Ethnic Groups (Females),35 - 39 Years,4593
2005,Other Ethnic Groups (Females),40 - 44 Years,3762
2005,Other Ethnic Groups (Females),45 - 49 Years,2704
2005,Other Ethnic Groups (Females),50 - 54 Years,1690
2005,Other Ethnic Groups (Females),55 - 59 Years,1210
2005,Other Ethnic Groups (Females),60 - 64 Years,599
2005,Other Ethnic Groups (Females),65 - 69 Years,618
2005,Other Ethnic Groups (Females),70 - 74 Years,534
2005,Other Ethnic Groups (Females),75 - 79 Years,378
2005,Other Ethnic Groups (Females),80 - 84 Years,218
2005,Other Ethnic Groups (Females),65 Years & Over,1935
2005,Other Ethnic Groups (Females),70 Years & Over,1317
2005,Other Ethnic Groups (Females),75 Years & Over,783
2005,Other Ethnic Groups (Females),80 Years & Over,405
2005,Other Ethnic Groups (Females),85 Years & Over,187
2006,Total Residents,0  -  4 Years,194479
2006,Total Residents,5  -  9 Years,235204
2006,Total Residents,10 - 14 Years,256482
2006,Total Residents,15 - 19 Years,246547
2006,Total Residents,20 - 24 Years,219631
2006,Total Residents,25 - 29 Years,251659
2006,Total Residents,30 - 34 Years,293251
2006,Total Residents,35 - 39 Years,298203
2006,Total Residents,40 - 44 Years,323017
2006,Total Residents,45 - 49 Years,312858
2006,Total Residents,50 - 54 Years,266994
2006,Total Residents,55 - 59 Years,214601
2006,Total Residents,60 - 64 Years,118242
2006,Total Residents,65 - 69 Years,108837
2006,Total Residents,70 - 74 Years,78317
2006,Total Residents,75 - 79 Years,54413
2006,Total Residents,80 - 84 Years,29443
2006,Total Residents,65 Years & Over,294726
2006,Total Residents,70 Years & Over,185889
2006,Total Residents,75 Years & Over,107572
2006,Total Residents,80 Years & Over,53159
2006,Total Residents,85 Years & Over,23716
2006,Total Male Residents,0  -  4 Years,99730
2006,Total Male Residents,5  -  9 Years,121432
2006,Total Male Residents,10 - 14 Years,131748
2006,Total Male Residents,15 - 19 Years,126649
2006,Total Male Residents,20 - 24 Years,111267
2006,Total Male Residents,25 - 29 Years,119976
2006,Total Male Residents,30 - 34 Years,141031
2006,Total Male Residents,35 - 39 Years,145884
2006,Total Male Residents,40 - 44 Years,162499
2006,Total Male Residents,45 - 49 Years,158246
2006,Total Male Residents,50 - 54 Years,134543
2006,Total Male Residents,55 - 59 Years,107015
2006,Total Male Residents,60 - 64 Years,57981
2006,Total Male Residents,65 - 69 Years,51720
2006,Total Male Residents,70 - 74 Years,35870
2006,Total Male Residents,75 - 79 Years,23179
2006,Total Male Residents,80 - 84 Years,11601
2006,Total Male Residents,65 Years & Over,130241
2006,Total Male Residents,70 Years & Over,78521
2006,Total Male Residents,75 Years & Over,42651
2006,Total Male Residents,80 Years & Over,19472
2006,Total Male Residents,85 Years & Over,7871
2006,Total Female Residents,0  -  4 Years,94749
2006,Total Female Residents,5  -  9 Years,113772
2006,Total Female Residents,10 - 14 Years,124734
2006,Total Female Residents,15 - 19 Years,119898
2006,Total Female Residents,20 - 24 Years,108364
2006,Total Female Residents,25 - 29 Years,131683
2006,Total Female Residents,30 - 34 Years,152220
2006,Total Female Residents,35 - 39 Years,152319
2006,Total Female Residents,40 - 44 Years,160518
2006,Total Female Residents,45 - 49 Years,154612
2006,Total Female Residents,50 - 54 Years,132451
2006,Total Female Residents,55 - 59 Years,107586
2006,Total Female Residents,60 - 64 Years,60261
2006,Total Female Residents,65 - 69 Years,57117
2006,Total Female Residents,70 - 74 Years,42447
2006,Total Female Residents,75 - 79 Years,31234
2006,Total Female Residents,80 - 84 Years,17842
2006,Total Female Residents,65 Years & Over,164485
2006,Total Female Residents,70 Years & Over,107368
2006,Total Female Residents,75 Years & Over,64921
2006,Total Female Residents,80 Years & Over,33687
2006,Total Female Residents,85 Years & Over,15845
2006,Total Malays,0  -  4 Years,35058
2006,Total Malays,5  -  9 Years,42723
2006,Total Malays,10 - 14 Years,47871
2006,Total Malays,15 - 19 Years,46276
2006,Total Malays,20 - 24 Years,38296
2006,Total Malays,25 - 29 Years,30355
2006,Total Malays,30 - 34 Years,32064
2006,Total Malays,35 - 39 Years,35982
2006,Total Malays,40 - 44 Years,44989
2006,Total Malays,45 - 49 Years,40446
2006,Total Malays,50 - 54 Years,30681
2006,Total Malays,55 - 59 Years,21596
2006,Total Malays,60 - 64 Years,10645
2006,Total Malays,65 - 69 Years,10227
2006,Total Malays,70 - 74 Years,8867
2006,Total Malays,75 - 79 Years,5570
2006,Total Malays,80 - 84 Years,2894
2006,Total Malays,65 Years & Over,28996
2006,Total Malays,70 Years & Over,18769
2006,Total Malays,75 Years & Over,9902
2006,Total Malays,80 Years & Over,4332
2006,Total Malays,85 Years & Over,1438
2006,Total Male Malays,0  -  4 Years,18043
2006,Total Male Malays,5  -  9 Years,22155
2006,Total Male Malays,10 - 14 Years,24646
2006,Total Male Malays,15 - 19 Years,23733
2006,Total Male Malays,20 - 24 Years,19546
2006,Total Male Malays,25 - 29 Years,14952
2006,Total Male Malays,30 - 34 Years,15672
2006,Total Male Malays,35 - 39 Years,17526
2006,Total Male Malays,40 - 44 Years,22329
2006,Total Male Malays,45 - 49 Years,20316
2006,Total Male Malays,50 - 54 Years,15099
2006,Total Male Malays,55 - 59 Years,10435
2006,Total Male Malays,60 - 64 Years,4934
2006,Total Male Malays,65 - 69 Years,4789
2006,Total Male Malays,70 - 74 Years,3844
2006,Total Male Malays,75 - 79 Years,2551
2006,Total Male Malays,80 - 84 Years,1452
2006,Total Male Malays,65 Years & Over,13373
2006,Total Male Malays,70 Years & Over,8584
2006,Total Male Malays,75 Years & Over,4740
2006,Total Male Malays,80 Years & Over,2189
2006,Total Male Malays,85 Years & Over,737
2006,Total Female Malays,0  -  4 Years,17015
2006,Total Female Malays,5  -  9 Years,20568
2006,Total Female Malays,10 - 14 Years,23225
2006,Total Female Malays,15 - 19 Years,22543
2006,Total Female Malays,20 - 24 Years,18750
2006,Total Female Malays,25 - 29 Years,15403
2006,Total Female Malays,30 - 34 Years,16392
2006,Total Female Malays,35 - 39 Years,18456
2006,Total Female Malays,40 - 44 Years,22660
2006,Total Female Malays,45 - 49 Years,20130
2006,Total Female Malays,50 - 54 Years,15582
2006,Total Female Malays,55 - 59 Years,11161
2006,Total Female Malays,60 - 64 Years,5711
2006,Total Female Malays,65 - 69 Years,5438
2006,Total Female Malays,70 - 74 Years,5023
2006,Total Female Malays,75 - 79 Years,3019
2006,Total Female Malays,80 - 84 Years,1442
2006,Total Female Malays,65 Years & Over,15623
2006,Total Female Malays,70 Years & Over,10185
2006,Total Female Malays,75 Years & Over,5162
2006,Total Female Malays,80 Years & Over,2143
2006,Total Female Malays,85 Years & Over,701
2006,Total Chinese,0  -  4 Years,128802
2006,Total Chinese,5  -  9 Years,161204
2006,Total Chinese,10 - 14 Years,179962
2006,Total Chinese,15 - 19 Years,175099
2006,Total Chinese,20 - 24 Years,158764
2006,Total Chinese,25 - 29 Years,192817
2006,Total Chinese,30 - 34 Years,222472
2006,Total Chinese,35 - 39 Years,222621
2006,Total Chinese,40 - 44 Years,241495
2006,Total Chinese,45 - 49 Years,241759
2006,Total Chinese,50 - 54 Years,213519
2006,Total Chinese,55 - 59 Years,175703
2006,Total Chinese,60 - 64 Years,98939
2006,Total Chinese,65 - 69 Years,90803
2006,Total Chinese,70 - 74 Years,63131
2006,Total Chinese,75 - 79 Years,44151
2006,Total Chinese,80 - 84 Years,24266
2006,Total Chinese,65 Years & Over,243202
2006,Total Chinese,70 Years & Over,152399
2006,Total Chinese,75 Years & Over,89268
2006,Total Chinese,80 Years & Over,45117
2006,Total Chinese,85 Years & Over,20851
2006,Total Male Chinese,0  -  4 Years,66097
2006,Total Male Chinese,5  -  9 Years,83458
2006,Total Male Chinese,10 - 14 Years,92692
2006,Total Male Chinese,15 - 19 Years,90325
2006,Total Male Chinese,20 - 24 Years,80880
2006,Total Male Chinese,25 - 29 Years,92976
2006,Total Male Chinese,30 - 34 Years,106164
2006,Total Male Chinese,35 - 39 Years,107083
2006,Total Male Chinese,40 - 44 Years,120698
2006,Total Male Chinese,45 - 49 Years,121706
2006,Total Male Chinese,50 - 54 Years,107586
2006,Total Male Chinese,55 - 59 Years,87711
2006,Total Male Chinese,60 - 64 Years,48538
2006,Total Male Chinese,65 - 69 Years,43159
2006,Total Male Chinese,70 - 74 Years,28788
2006,Total Male Chinese,75 - 79 Years,17947
2006,Total Male Chinese,80 - 84 Years,8786
2006,Total Male Chinese,65 Years & Over,104959
2006,Total Male Chinese,70 Years & Over,61800
2006,Total Male Chinese,75 Years & Over,33012
2006,Total Male Chinese,80 Years & Over,15065
2006,Total Male Chinese,85 Years & Over,6279
2006,Total Female Chinese,0  -  4 Years,62705
2006,Total Female Chinese,5  -  9 Years,77746
2006,Total Female Chinese,10 - 14 Years,87270
2006,Total Female Chinese,15 - 19 Years,84774
2006,Total Female Chinese,20 - 24 Years,77884
2006,Total Female Chinese,25 - 29 Years,99841
2006,Total Female Chinese,30 - 34 Years,116308
2006,Total Female Chinese,35 - 39 Years,115538
2006,Total Female Chinese,40 - 44 Years,120797
2006,Total Female Chinese,45 - 49 Years,120053
2006,Total Female Chinese,50 - 54 Years,105933
2006,Total Female Chinese,55 - 59 Years,87992
2006,Total Female Chinese,60 - 64 Years,50401
2006,Total Female Chinese,65 - 69 Years,47644
2006,Total Female Chinese,70 - 74 Years,34343
2006,Total Female Chinese,75 - 79 Years,26204
2006,Total Female Chinese,80 - 84 Years,15480
2006,Total Female Chinese,65 Years & Over,138243
2006,Total Female Chinese,70 Years & Over,90599
2006,Total Female Chinese,75 Years & Over,56256
2006,Total Female Chinese,80 Years & Over,30052
2006,Total Female Chinese,85 Years & Over,14572
2006,Total Indians,0  -  4 Years,23635
2006,Total Indians,5  -  9 Years,24089
2006,Total Indians,10 - 14 Years,23146
2006,Total Indians,15 - 19 Years,20902
2006,Total Indians,20 - 24 Years,18793
2006,Total Indians,25 - 29 Years,23279
2006,Total Indians,30 - 34 Years,29538
2006,Total Indians,35 - 39 Years,29262
2006,Total Indians,40 - 44 Years,27821
2006,Total Indians,45 - 49 Years,24204
2006,Total Indians,50 - 54 Years,18425
2006,Total Indians,55 - 59 Years,14119
2006,Total Indians,60 - 64 Years,7148
2006,Total Indians,65 - 69 Years,6530
2006,Total Indians,70 - 74 Years,5326
2006,Total Indians,75 - 79 Years,3909
2006,Total Indians,80 - 84 Years,1852
2006,Total Indians,65 Years & Over,18735
2006,Total Indians,70 Years & Over,12205
2006,Total Indians,75 Years & Over,6879
2006,Total Indians,80 Years & Over,2970
2006,Total Indians,85 Years & Over,1118
2006,Total Male Indians,0  -  4 Years,12031
2006,Total Male Indians,5  -  9 Years,12300
2006,Total Male Indians,10 - 14 Years,11720
2006,Total Male Indians,15 - 19 Years,10539
2006,Total Male Indians,20 - 24 Years,9182
2006,Total Male Indians,25 - 29 Years,10038
2006,Total Male Indians,30 - 34 Years,15365
2006,Total Male Indians,35 - 39 Years,16549
2006,Total Male Indians,40 - 44 Years,15062
2006,Total Male Indians,45 - 49 Years,12916
2006,Total Male Indians,50 - 54 Years,9453
2006,Total Male Indians,55 - 59 Years,7021
2006,Total Male Indians,60 - 64 Years,3615
2006,Total Male Indians,65 - 69 Years,3122
2006,Total Male Indians,70 - 74 Years,2784
2006,Total Male Indians,75 - 79 Years,2339
2006,Total Male Indians,80 - 84 Years,1158
2006,Total Male Indians,65 Years & Over,10147
2006,Total Male Indians,70 Years & Over,7025
2006,Total Male Indians,75 Years & Over,4241
2006,Total Male Indians,80 Years & Over,1902
2006,Total Male Indians,85 Years & Over,744
2006,Total Female Indians,0  -  4 Years,11604
2006,Total Female Indians,5  -  9 Years,11789
2006,Total Female Indians,10 - 14 Years,11426
2006,Total Female Indians,15 - 19 Years,10363
2006,Total Female Indians,20 - 24 Years,9611
2006,Total Female Indians,25 - 29 Years,13241
2006,Total Female Indians,30 - 34 Years,14173
2006,Total Female Indians,35 - 39 Years,12713
2006,Total Female Indians,40 - 44 Years,12759
2006,Total Female Indians,45 - 49 Years,11288
2006,Total Female Indians,50 - 54 Years,8972
2006,Total Female Indians,55 - 59 Years,7098
2006,Total Female Indians,60 - 64 Years,3533
2006,Total Female Indians,65 - 69 Years,3408
2006,Total Female Indians,70 - 74 Years,2542
2006,Total Female Indians,75 - 79 Years,1570
2006,Total Female Indians,80 - 84 Years,694
2006,Total Female Indians,65 Years & Over,8588
2006,Total Female Indians,70 Years & Over,5180
2006,Total Female Indians,75 Years & Over,2638
2006,Total Female Indians,80 Years & Over,1068
2006,Total Female Indians,85 Years & Over,374
2006,Other Ethnic Groups (Total),0  -  4 Years,6984
2006,Other Ethnic Groups (Total),5  -  9 Years,7188
2006,Other Ethnic Groups (Total),10 - 14 Years,5503
2006,Other Ethnic Groups (Total),15 - 19 Years,4270
2006,Other Ethnic Groups (Total),20 - 24 Years,3778
2006,Other Ethnic Groups (Total),25 - 29 Years,5208
2006,Other Ethnic Groups (Total),30 - 34 Years,9177
2006,Other Ethnic Groups (Total),35 - 39 Years,10338
2006,Other Ethnic Groups (Total),40 - 44 Years,8712
2006,Other Ethnic Groups (Total),45 - 49 Years,6449
2006,Other Ethnic Groups (Total),50 - 54 Years,4369
2006,Other Ethnic Groups (Total),55 - 59 Years,3183
2006,Other Ethnic Groups (Total),60 - 64 Years,1510
2006,Other Ethnic Groups (Total),65 - 69 Years,1277
2006,Other Ethnic Groups (Total),70 - 74 Years,993
2006,Other Ethnic Groups (Total),75 - 79 Years,783
2006,Other Ethnic Groups (Total),80 - 84 Years,431
2006,Other Ethnic Groups (Total),65 Years & Over,3793
2006,Other Ethnic Groups (Total),70 Years & Over,2516
2006,Other Ethnic Groups (Total),75 Years & Over,1523
2006,Other Ethnic Groups (Total),80 Years & Over,740
2006,Other Ethnic Groups (Total),85 Years & Over,309
2006,Other Ethnic Groups (Males),0  -  4 Years,3559
2006,Other Ethnic Groups (Males),5  -  9 Years,3519
2006,Other Ethnic Groups (Males),10 - 14 Years,2690
2006,Other Ethnic Groups (Males),15 - 19 Years,2052
2006,Other Ethnic Groups (Males),20 - 24 Years,1659
2006,Other Ethnic Groups (Males),25 - 29 Years,2010
2006,Other Ethnic Groups (Males),30 - 34 Years,3830
2006,Other Ethnic Groups (Males),35 - 39 Years,4726
2006,Other Ethnic Groups (Males),40 - 44 Years,4410
2006,Other Ethnic Groups (Males),45 - 49 Years,3308
2006,Other Ethnic Groups (Males),50 - 54 Years,2405
2006,Other Ethnic Groups (Males),55 - 59 Years,1848
2006,Other Ethnic Groups (Males),60 - 64 Years,894
2006,Other Ethnic Groups (Males),65 - 69 Years,650
2006,Other Ethnic Groups (Males),70 - 74 Years,454
2006,Other Ethnic Groups (Males),75 - 79 Years,342
2006,Other Ethnic Groups (Males),80 - 84 Years,205
2006,Other Ethnic Groups (Males),65 Years & Over,1762
2006,Other Ethnic Groups (Males),70 Years & Over,1112
2006,Other Ethnic Groups (Males),75 Years & Over,658
2006,Other Ethnic Groups (Males),80 Years & Over,316
2006,Other Ethnic Groups (Males),85 Years & Over,111
2006,Other Ethnic Groups (Females),0  -  4 Years,3425
2006,Other Ethnic Groups (Females),5  -  9 Years,3669
2006,Other Ethnic Groups (Females),10 - 14 Years,2813
2006,Other Ethnic Groups (Females),15 - 19 Years,2218
2006,Other Ethnic Groups (Females),20 - 24 Years,2119
2006,Other Ethnic Groups (Females),25 - 29 Years,3198
2006,Other Ethnic Groups (Females),30 - 34 Years,5347
2006,Other Ethnic Groups (Females),35 - 39 Years,5612
2006,Other Ethnic Groups (Females),40 - 44 Years,4302
2006,Other Ethnic Groups (Females),45 - 49 Years,3141
2006,Other Ethnic Groups (Females),50 - 54 Years,1964
2006,Other Ethnic Groups (Females),55 - 59 Years,1335
2006,Other Ethnic Groups (Females),60 - 64 Years,616
2006,Other Ethnic Groups (Females),65 - 69 Years,627
2006,Other Ethnic Groups (Females),70 - 74 Years,539
2006,Other Ethnic Groups (Females),75 - 79 Years,441
2006,Other Ethnic Groups (Females),80 - 84 Years,226
2006,Other Ethnic Groups (Females),65 Years & Over,2031
2006,Other Ethnic Groups (Females),70 Years & Over,1404
2006,Other Ethnic Groups (Females),75 Years & Over,865
2006,Other Ethnic Groups (Females),80 Years & Over,424
2006,Other Ethnic Groups (Females),85 Years & Over,198
2007,Total Residents,0  -  4 Years,193626
2007,Total Residents,5  -  9 Years,229541
2007,Total Residents,10 - 14 Years,255292
2007,Total Residents,15 - 19 Years,257298
2007,Total Residents,20 - 24 Years,218485
2007,Total Residents,25 - 29 Years,254523
2007,Total Residents,30 - 34 Years,294453
2007,Total Residents,35 - 39 Years,301973
2007,Total Residents,40 - 44 Years,321049
2007,Total Residents,45 - 49 Years,315552
2007,Total Residents,50 - 54 Years,279220
2007,Total Residents,55 - 59 Years,220983
2007,Total Residents,60 - 64 Years,135501
2007,Total Residents,65 - 69 Years,113757
2007,Total Residents,70 - 74 Years,78631
2007,Total Residents,75 - 79 Years,56732
2007,Total Residents,80 - 84 Years,31519
2007,Total Residents,65 Years & Over,305586
2007,Total Residents,70 Years & Over,191829
2007,Total Residents,75 Years & Over,113198
2007,Total Residents,80 Years & Over,56466
2007,Total Residents,85 Years & Over,24947
2007,Total Male Residents,0  -  4 Years,99091
2007,Total Male Residents,5  -  9 Years,118360
2007,Total Male Residents,10 - 14 Years,131405
2007,Total Male Residents,15 - 19 Years,131582
2007,Total Male Residents,20 - 24 Years,110602
2007,Total Male Residents,25 - 29 Years,121991
2007,Total Male Residents,30 - 34 Years,141491
2007,Total Male Residents,35 - 39 Years,147400
2007,Total Male Residents,40 - 44 Years,161229
2007,Total Male Residents,45 - 49 Years,159593
2007,Total Male Residents,50 - 54 Years,140806
2007,Total Male Residents,55 - 59 Years,110336
2007,Total Male Residents,60 - 64 Years,66682
2007,Total Male Residents,65 - 69 Years,53773
2007,Total Male Residents,70 - 74 Years,36184
2007,Total Male Residents,75 - 79 Years,24370
2007,Total Male Residents,80 - 84 Years,12312
2007,Total Male Residents,65 Years & Over,134909
2007,Total Male Residents,70 Years & Over,81136
2007,Total Male Residents,75 Years & Over,44952
2007,Total Male Residents,80 Years & Over,20582
2007,Total Male Residents,85 Years & Over,8270
2007,Total Female Residents,0  -  4 Years,94535
2007,Total Female Residents,5  -  9 Years,111181
2007,Total Female Residents,10 - 14 Years,123887
2007,Total Female Residents,15 - 19 Years,125716
2007,Total Female Residents,20 - 24 Years,107883
2007,Total Female Residents,25 - 29 Years,132532
2007,Total Female Residents,30 - 34 Years,152962
2007,Total Female Residents,35 - 39 Years,154573
2007,Total Female Residents,40 - 44 Years,159820
2007,Total Female Residents,45 - 49 Years,155959
2007,Total Female Residents,50 - 54 Years,138414
2007,Total Female Residents,55 - 59 Years,110647
2007,Total Female Residents,60 - 64 Years,68819
2007,Total Female Residents,65 - 69 Years,59984
2007,Total Female Residents,70 - 74 Years,42447
2007,Total Female Residents,75 - 79 Years,32362
2007,Total Female Residents,80 - 84 Years,19207
2007,Total Female Residents,65 Years & Over,170677
2007,Total Female Residents,70 Years & Over,110693
2007,Total Female Residents,75 Years & Over,68246
2007,Total Female Residents,80 Years & Over,35884
2007,Total Female Residents,85 Years & Over,16677
2007,Total Malays,0  -  4 Years,33841
2007,Total Malays,5  -  9 Years,41669
2007,Total Malays,10 - 14 Years,46880
2007,Total Malays,15 - 19 Years,48047
2007,Total Malays,20 - 24 Years,39328
2007,Total Malays,25 - 29 Years,32071
2007,Total Malays,30 - 34 Years,30929
2007,Total Malays,35 - 39 Years,34377
2007,Total Malays,40 - 44 Years,44287
2007,Total Malays,45 - 49 Years,42028
2007,Total Malays,50 - 54 Years,32610
2007,Total Malays,55 - 59 Years,22363
2007,Total Malays,60 - 64 Years,12757
2007,Total Malays,65 - 69 Years,10271
2007,Total Malays,70 - 74 Years,8808
2007,Total Malays,75 - 79 Years,5591
2007,Total Malays,80 - 84 Years,3039
2007,Total Malays,65 Years & Over,29365
2007,Total Malays,70 Years & Over,19094
2007,Total Malays,75 Years & Over,10286
2007,Total Malays,80 Years & Over,4695
2007,Total Malays,85 Years & Over,1656
2007,Total Male Malays,0  -  4 Years,17417
2007,Total Male Malays,5  -  9 Years,21636
2007,Total Male Malays,10 - 14 Years,24275
2007,Total Male Malays,15 - 19 Years,24632
2007,Total Male Malays,20 - 24 Years,19993
2007,Total Male Malays,25 - 29 Years,15855
2007,Total Male Malays,30 - 34 Years,15115
2007,Total Male Malays,35 - 39 Years,16726
2007,Total Male Malays,40 - 44 Years,21840
2007,Total Male Malays,45 - 49 Years,21124
2007,Total Male Malays,50 - 54 Years,16177
2007,Total Male Malays,55 - 59 Years,10730
2007,Total Male Malays,60 - 64 Years,6069
2007,Total Male Malays,65 - 69 Years,4656
2007,Total Male Malays,70 - 74 Years,3944
2007,Total Male Malays,75 - 79 Years,2490
2007,Total Male Malays,80 - 84 Years,1476
2007,Total Male Malays,65 Years & Over,13380
2007,Total Male Malays,70 Years & Over,8724
2007,Total Male Malays,75 Years & Over,4780
2007,Total Male Malays,80 Years & Over,2290
2007,Total Male Malays,85 Years & Over,814
2007,Total Female Malays,0  -  4 Years,16424
2007,Total Female Malays,5  -  9 Years,20033
2007,Total Female Malays,10 - 14 Years,22605
2007,Total Female Malays,15 - 19 Years,23415
2007,Total Female Malays,20 - 24 Years,19335
2007,Total Female Malays,25 - 29 Years,16216
2007,Total Female Malays,30 - 34 Years,15814
2007,Total Female Malays,35 - 39 Years,17651
2007,Total Female Malays,40 - 44 Years,22447
2007,Total Female Malays,45 - 49 Years,20904
2007,Total Female Malays,50 - 54 Years,16433
2007,Total Female Malays,55 - 59 Years,11633
2007,Total Female Malays,60 - 64 Years,6688
2007,Total Female Malays,65 - 69 Years,5615
2007,Total Female Malays,70 - 74 Years,4864
2007,Total Female Malays,75 - 79 Years,3101
2007,Total Female Malays,80 - 84 Years,1563
2007,Total Female Malays,65 Years & Over,15985
2007,Total Female Malays,70 Years & Over,10370
2007,Total Female Malays,75 Years & Over,5506
2007,Total Female Malays,80 Years & Over,2405
2007,Total Female Malays,85 Years & Over,842
2007,Total Chinese,0  -  4 Years,127794
2007,Total Chinese,5  -  9 Years,155181
2007,Total Chinese,10 - 14 Years,179117
2007,Total Chinese,15 - 19 Years,182958
2007,Total Chinese,20 - 24 Years,155585
2007,Total Chinese,25 - 29 Years,191618
2007,Total Chinese,30 - 34 Years,221874
2007,Total Chinese,35 - 39 Years,225259
2007,Total Chinese,40 - 44 Years,238161
2007,Total Chinese,45 - 49 Years,241026
2007,Total Chinese,50 - 54 Years,222167
2007,Total Chinese,55 - 59 Years,180619
2007,Total Chinese,60 - 64 Years,112606
2007,Total Chinese,65 - 69 Years,95395
2007,Total Chinese,70 - 74 Years,63615
2007,Total Chinese,75 - 79 Years,46219
2007,Total Chinese,80 - 84 Years,26090
2007,Total Chinese,65 Years & Over,253032
2007,Total Chinese,70 Years & Over,157637
2007,Total Chinese,75 Years & Over,94022
2007,Total Chinese,80 Years & Over,47803
2007,Total Chinese,85 Years & Over,21713
2007,Total Male Chinese,0  -  4 Years,65541
2007,Total Male Chinese,5  -  9 Years,80261
2007,Total Male Chinese,10 - 14 Years,92408
2007,Total Male Chinese,15 - 19 Years,93962
2007,Total Male Chinese,20 - 24 Years,79340
2007,Total Male Chinese,25 - 29 Years,92841
2007,Total Male Chinese,30 - 34 Years,105761
2007,Total Male Chinese,35 - 39 Years,107817
2007,Total Male Chinese,40 - 44 Years,118525
2007,Total Male Chinese,45 - 49 Years,121204
2007,Total Male Chinese,50 - 54 Years,111834
2007,Total Male Chinese,55 - 59 Years,90371
2007,Total Male Chinese,60 - 64 Years,55376
2007,Total Male Chinese,65 - 69 Years,45188
2007,Total Male Chinese,70 - 74 Years,29234
2007,Total Male Chinese,75 - 79 Years,19077
2007,Total Male Chinese,80 - 84 Years,9463
2007,Total Male Chinese,65 Years & Over,109474
2007,Total Male Chinese,70 Years & Over,64286
2007,Total Male Chinese,75 Years & Over,35052
2007,Total Male Chinese,80 Years & Over,15975
2007,Total Male Chinese,85 Years & Over,6512
2007,Total Female Chinese,0  -  4 Years,62253
2007,Total Female Chinese,5  -  9 Years,74920
2007,Total Female Chinese,10 - 14 Years,86709
2007,Total Female Chinese,15 - 19 Years,88996
2007,Total Female Chinese,20 - 24 Years,76245
2007,Total Female Chinese,25 - 29 Years,98777
2007,Total Female Chinese,30 - 34 Years,116113
2007,Total Female Chinese,35 - 39 Years,117442
2007,Total Female Chinese,40 - 44 Years,119636
2007,Total Female Chinese,45 - 49 Years,119822
2007,Total Female Chinese,50 - 54 Years,110333
2007,Total Female Chinese,55 - 59 Years,90248
2007,Total Female Chinese,60 - 64 Years,57230
2007,Total Female Chinese,65 - 69 Years,50207
2007,Total Female Chinese,70 - 74 Years,34381
2007,Total Female Chinese,75 - 79 Years,27142
2007,Total Female Chinese,80 - 84 Years,16627
2007,Total Female Chinese,65 Years & Over,143558
2007,Total Female Chinese,70 Years & Over,93351
2007,Total Female Chinese,75 Years & Over,58970
2007,Total Female Chinese,80 Years & Over,31828
2007,Total Female Chinese,85 Years & Over,15201
2007,Total Indians,0  -  4 Years,24077
2007,Total Indians,5  -  9 Years,24502
2007,Total Indians,10 - 14 Years,23161
2007,Total Indians,15 - 19 Years,21576
2007,Total Indians,20 - 24 Years,19406
2007,Total Indians,25 - 29 Years,24568
2007,Total Indians,30 - 34 Years,30656
2007,Total Indians,35 - 39 Years,30203
2007,Total Indians,40 - 44 Years,28500
2007,Total Indians,45 - 49 Years,25140
2007,Total Indians,50 - 54 Years,19477
2007,Total Indians,55 - 59 Years,14620
2007,Total Indians,60 - 64 Years,8246
2007,Total Indians,65 - 69 Years,6783
2007,Total Indians,70 - 74 Years,5171
2007,Total Indians,75 - 79 Years,4127
2007,Total Indians,80 - 84 Years,1950
2007,Total Indians,65 Years & Over,19263
2007,Total Indians,70 Years & Over,12480
2007,Total Indians,75 Years & Over,7309
2007,Total Indians,80 Years & Over,3182
2007,Total Indians,85 Years & Over,1232
2007,Total Male Indians,0  -  4 Years,12163
2007,Total Male Indians,5  -  9 Years,12463
2007,Total Male Indians,10 - 14 Years,11725
2007,Total Male Indians,15 - 19 Years,10771
2007,Total Male Indians,20 - 24 Years,9492
2007,Total Male Indians,25 - 29 Years,10820
2007,Total Male Indians,30 - 34 Years,15951
2007,Total Male Indians,35 - 39 Years,17255
2007,Total Male Indians,40 - 44 Years,15735
2007,Total Male Indians,45 - 49 Years,13444
2007,Total Male Indians,50 - 54 Years,10070
2007,Total Male Indians,55 - 59 Years,7272
2007,Total Male Indians,60 - 64 Years,4102
2007,Total Male Indians,65 - 69 Years,3251
2007,Total Male Indians,70 - 74 Years,2533
2007,Total Male Indians,75 - 79 Years,2450
2007,Total Male Indians,80 - 84 Years,1165
2007,Total Male Indians,65 Years & Over,10221
2007,Total Male Indians,70 Years & Over,6970
2007,Total Male Indians,75 Years & Over,4437
2007,Total Male Indians,80 Years & Over,1987
